7639	1	0	0
7640	0	0	0
7641	2	0	0
7642	0	0	0
7643	0	0	0
7644	1	0	0
7645	0	0	0
7646	0	0	0
7647	0	0	0
7648	0	0	0
7649	1	0	0
7650	0	1	0
7651	1	0	0
7652	0	0	0
7653	1	0	0
7654	1	0	0
7655	0	0	0
7656	0	0	0
7657	0	0	0
7658	0	1	0
7659	1	1	0
7660	1	0	0
7661	0	0	0
7662	0	0	0
7663	0	1	0
7664	0	0	0
7665	0	2	0
7666	0	0	0
7667	0	1	0
7668	0	0	0
7669	0	2	0
7670	0	0	0
7671	0	0	0
7672	0	0	0
7673	0	0	0
7674	0	0	0
7675	0	0	0
7676	0	0	0
7677	0	2	0
7678	1	0	0
7679	0	1	0
7680	0	0	0
7681	0	0	0
7682	0	0	0
7683	0	1	0
7684	0	0	0
7685	0	1	0
7686	0	0	0
7687	0	0	0
7688	0	0	0
7689	0	0	0
7690	0	0	0
7691	3	1	0
7692	2	1	0
7693	0	1	0
7694	0	0	0
7695	1	0	0
7696	0	0	1
7697	0	0	0
7698	0	1	0
7699	1	0	0
7700	2	1	0
7701	2	0	0
7702	0	0	0
7703	0	0	0
7704	0	0	0
7705	1	3	0
7706	1	0	0
7707	0	0	0
7708	0	1	1
7709	0	0	0
7710	0	0	0
7711	1	0	0
7712	0	0	0
7713	2	0	0
7714	2	0	0
7715	1	0	0
7716	0	0	0
7717	1	0	0
7718	2	0	0
7719	1	1	0
7720	1	0	0
7721	1	0	0
7722	0	0	0
7723	0	1	1
7724	1	0	0
7725	0	0	0
7726	1	0	0
7727	0	0	0
7728	0	0	0
7729	0	0	1
7730	0	1	0
7731	1	0	0
7732	0	0	0
7733	1	0	0
7734	0	0	0
7735	0	0	0
7736	1	0	0
7737	0	0	0
7738	0	0	1
7739	0	0	0
7740	1	1	0
7741	0	1	0
7742	1	0	0
7743	0	1	0
7744	0	0	0
7745	1	1	0
7746	2	0	0
7747	1	1	0
7748	1	0	0
7749	0	1	0
7750	1	0	0
7751	0	0	0
7752	0	0	0
7753	0	0	0
7754	0	1	0
7755	0	1	0
7756	0	0	0
7757	0	0	0
7758	2	1	0
7759	0	0	0
7760	0	0	0
7761	1	0	0
7762	0	0	0
7763	1	0	0
7764	0	0	0
7765	0	0	0
7766	0	0	1
7767	0	0	0
7768	1	0	0
7769	1	0	0
7770	0	0	0
7771	1	0	0
7772	0	0	0
7773	0	0	0
7774	0	0	0
7775	2	0	0
7776	1	0	0
7777	0	0	0
7778	0	0	0
7779	1	0	0
7780	0	0	0
7781	0	0	0
7782	1	0	0
7783	0	0	0
7784	0	0	0
7785	1	0	1
7786	1	0	0
7787	1	1	0
7788	0	0	0
7789	0	0	0
7790	0	0	0
7791	0	0	0
7792	0	0	0
7793	2	0	0
7794	0	0	0
7795	0	0	0
7796	0	0	0
7797	1	0	0
7798	0	0	0
7799	1	0	0
7800	0	0	0
7801	2	1	0
7802	1	0	0
7803	1	0	0
7804	0	1	0
7805	0	0	0
7806	0	0	0
7807	0	0	0
7808	2	1	0
7809	1	0	0
7810	0	0	0
7811	0	0	0
7812	1	0	0
7813	3	0	1
7814	1	0	0
7815	0	0	0
7816	1	0	0
7817	0	0	0
7818	3	1	1
7819	0	0	0
7820	0	0	0
7821	1	0	0
7822	0	0	0
7823	0	0	0
7824	0	0	0
7825	0	0	0
7826	0	0	0
7827	1	0	0
7828	0	0	0
7829	1	0	0
7830	0	0	0
7831	2	0	0
7832	0	2	0
7833	0	0	1
7834	0	0	0
7835	0	0	0
7836	0	0	0
7837	0	0	0
7838	1	0	0
7839	0	0	0
7840	0	0	0
7841	0	1	0
7842	0	0	0
7843	0	0	0
7844	0	0	0
7845	1	0	0
7846	0	0	0
7847	0	0	0
7848	0	0	0
7849	0	0	0
7850	0	0	0
7851	0	0	0
7852	2	1	0
7853	2	0	0
7854	0	0	0
7855	0	0	0
7856	1	0	0
7857	0	0	0
7858	0	0	0
7859	2	0	0
7860	0	0	0
7861	0	0	0
7862	0	0	0
7863	0	0	0
7864	1	0	0
7865	0	0	0
7866	0	0	0
7867	0	0	0
7868	0	0	0
7869	0	0	0
7870	0	0	0
7871	1	0	0
7872	1	0	0
7873	0	0	0
7874	1	0	0
7875	0	0	0
7876	1	0	1
7877	0	0	0
7878	1	0	0
7879	0	0	0
7880	0	0	0
7881	0	0	0
7882	0	0	0
7883	0	1	0
7884	1	0	0
7885	0	0	0
7886	0	0	0
7887	1	0	0
7888	1	1	0
7889	0	1	0
7890	0	1	0
7891	0	1	1
7892	0	0	0
7893	1	0	0
7894	0	0	1
7895	1	0	0
7896	0	0	0
7897	0	0	0
7898	0	0	0
7899	1	0	0
7900	1	1	0
7901	0	0	0
7902	0	0	0
7903	0	0	0
7904	0	0	0
7905	1	2	0
7906	0	0	0
7907	1	1	0
7908	0	1	0
7909	0	0	0
7910	1	0	0
7911	0	0	0
7912	0	1	0
7913	0	0	0
7914	0	0	0
7915	2	0	0
7916	0	2	0
7917	1	0	0
7918	0	0	0
7919	0	0	0
7920	0	0	0
7921	0	0	0
7922	2	1	0
7923	1	0	0
7924	0	1	0
7925	1	0	0
7926	0	0	0
7927	1	0	0
7928	0	1	0
7929	1	0	0
7930	2	0	0
7931	2	0	0
7932	0	0	0
7933	1	0	0
7934	0	1	0
7935	1	1	0
7936	0	0	0
7937	0	0	0
7938	0	0	0
7939	0	1	0
7940	0	1	0
7941	1	0	0
7942	0	0	0
7943	1	0	0
7944	0	0	0
7945	0	0	0
7946	1	1	0
7947	0	0	0
7948	0	0	0
7949	0	0	0
7950	0	0	0
7951	0	0	0
7952	1	0	0
7953	1	0	0
7954	1	0	1
7955	0	0	0
7956	1	0	0
7957	0	0	0
7958	0	1	0
7959	0	0	0
7960	0	0	1
7961	0	0	1
7962	2	0	0
7963	0	0	0
7964	1	0	0
7965	1	1	0
7966	0	1	0
7967	0	0	0
7968	0	0	0
7969	0	0	1
7970	0	0	0
7971	0	0	0
7972	0	0	0
7973	1	0	0
7974	1	0	0
7975	0	0	0
7976	0	0	0
7977	0	1	0
7978	0	0	0
7979	0	0	0
7980	0	0	0
7981	0	0	0
7982	0	0	0
7983	0	0	0
7984	0	0	0
7985	0	0	0
7986	0	0	0
7987	0	0	0
7988	0	1	0
7989	0	0	0
7990	0	0	0
7991	1	0	0
7992	0	1	0
7993	0	0	0
7994	0	0	0
7995	1	0	0
7996	0	0	0
7997	0	0	0
7998	1	0	0
7999	0	0	0
8000	0	0	0
8001	0	0	0
8002	1	0	0
8003	0	0	0
8004	1	0	0
8005	0	0	0
8006	1	0	0
8007	1	0	0
8008	0	0	0
8009	0	0	0
8010	0	0	0
8011	0	1	0
8012	0	0	0
8013	1	0	0
8014	1	0	0
8015	1	1	0
8016	1	1	0
8017	1	1	0
8018	0	1	0
8019	0	0	0
8020	0	0	0
8021	1	0	0
8022	0	1	0
8023	1	0	0
8024	0	0	0
8025	0	0	0
8026	0	0	0
8027	0	0	0
8028	0	0	0
8029	0	0	0
8030	0	0	0
8031	0	0	0
8032	0	1	0
8033	1	0	0
8034	0	0	0
8035	0	0	0
8036	0	0	0
8037	0	0	0
8038	0	0	0
8039	0	0	0
8040	0	0	0
8041	1	0	1
8042	0	0	0
8043	2	0	0
8044	0	0	0
8045	0	1	0
8046	0	0	0
8047	0	0	0
8048	0	0	0
8049	0	2	0
8050	0	0	1
8051	0	0	0
8052	0	0	0
8053	0	1	0
8054	0	0	0
8055	0	0	0
8056	0	0	0
8057	0	0	0
8058	0	0	0
8059	0	0	0
8060	1	0	0
8061	0	1	0
8062	0	0	0
8063	1	0	0
8064	0	1	0
8065	0	0	0
8066	0	1	0
8067	1	0	0
8068	1	0	0
8069	2	0	0
8070	0	0	0
8071	0	0	0
8072	0	0	0
8073	1	0	0
8074	1	0	0
8075	1	0	0
8076	0	1	0
8077	0	0	0
8078	1	0	0
8079	1	0	0
8080	1	1	0
8081	0	0	0
8082	1	0	1
8083	0	0	0
8084	0	1	0
8085	0	0	0
8086	1	0	1
8087	1	0	1
8088	1	0	0
8089	1	0	0
8090	0	0	0
8091	2	1	0
8092	0	0	0
8093	0	0	0
8094	0	0	0
8095	1	1	0
8096	0	0	0
8097	0	0	0
8098	0	0	0
8099	1	0	0
8100	0	0	0
8101	0	0	0
8102	1	0	0
8103	0	0	0
8104	0	0	0
8105	0	0	0
8106	1	0	0
8107	1	0	0
8108	0	0	0
8109	1	0	0
8110	0	0	0
8111	0	1	0
8112	0	1	0
8113	0	0	0
8114	0	0	0
8115	1	1	0
8116	0	0	0
8117	0	0	0
8118	0	0	0
8119	0	0	0
8120	1	0	0
8121	0	0	0
8122	1	0	0
8123	0	0	0
8124	0	0	0
8125	0	1	0
8126	1	0	0
8127	0	0	0
8128	0	0	0
8129	0	0	0
8130	0	1	0
8131	0	0	0
8132	1	0	0
8133	0	0	0
8134	0	0	0
8135	0	0	0
8136	0	1	0
8137	0	1	0
8138	0	0	0
8139	0	0	0
8140	0	0	0
8141	0	0	0
8142	0	0	0
8143	2	2	0
8144	0	0	0
8145	0	0	0
8146	0	1	0
8147	2	0	0
8148	0	0	0
8149	0	0	0
8150	1	0	0
8151	0	0	0
8152	0	0	0
8153	0	0	0
8154	1	0	0
8155	1	0	0
8156	1	0	0
8157	0	0	0
8158	0	1	0
8159	1	0	0
8160	0	1	0
8161	0	1	0
8162	0	0	0
8163	0	0	0
8164	0	0	0
8165	1	1	0
8166	0	0	0
8167	1	0	0
8168	0	0	0
8169	0	0	0
8170	0	0	0
8171	0	0	0
8172	2	1	0
8173	0	0	0
8174	0	0	0
8175	0	1	0
8176	0	0	0
8177	0	0	0
8178	0	0	0
8179	0	0	0
8180	0	0	0
8181	0	0	0
8182	1	0	0
8183	0	0	0
8184	0	0	0
8185	0	0	0
8186	2	0	0
8187	0	1	0
8188	0	1	0
8189	0	0	0
8190	0	0	1
8191	0	0	0
8192	0	0	0
8193	0	0	0
8194	0	0	0
8195	0	0	0
8196	0	0	0
8197	0	0	0
8198	0	0	0
8199	0	1	0
8200	1	0	0
8201	0	0	0
8202	0	0	0
8203	0	0	0
8204	1	0	0
8205	0	0	0
8206	0	0	0
8207	0	0	0
8208	0	0	0
8209	0	0	0
8210	0	0	0
8211	1	0	0
8212	0	1	0
8213	1	1	0
8214	0	0	0
8215	0	0	0
8216	1	0	0
8217	0	1	0
8218	0	0	0
8219	0	0	0
8220	0	2	0
8221	0	0	0
8222	0	0	0
8223	0	0	0
8224	0	0	0
8225	0	0	0
8226	1	0	0
8227	0	0	0
8228	1	0	0
8229	1	0	0
8230	0	0	0
8231	0	0	0
8232	0	0	0
8233	1	0	0
8234	0	0	0
8235	0	0	0
8236	0	0	0
8237	0	0	0
8238	0	0	0
8239	0	0	0
8240	0	0	0
8241	0	0	0
8242	1	0	0
8243	1	0	0
8244	0	0	0
8245	0	0	0
8246	0	0	0
8247	0	1	0
8248	0	0	0
8249	0	1	0
8250	0	0	0
8251	0	0	0
8252	0	0	1
8253	0	0	0
8254	1	0	0
8255	1	1	0
8256	0	1	0
8257	0	0	0
8258	0	1	0
8259	0	0	0
8260	0	0	0
8261	0	0	0
8262	0	1	0
8263	1	0	0
8264	0	0	0
8265	1	1	0
8266	0	0	0
8267	0	0	1
8268	0	0	0
8269	1	0	0
8270	0	1	0
8271	0	0	0
8272	1	1	0
8273	0	1	0
8274	0	0	0
8275	0	1	0
8276	0	0	0
8277	0	0	0
8278	0	0	0
8279	0	0	0
8280	0	0	0
8281	0	0	0
8282	1	0	0
8283	0	0	0
8284	1	1	0
8285	0	0	0
8286	0	1	0
8287	0	0	0
8288	0	0	0
8289	0	1	0
8290	0	0	0
8291	0	0	0
8292	0	0	0
8293	0	0	0
8294	0	0	0
8295	0	0	0
8296	0	0	0
8297	0	0	0
8298	0	0	0
8299	2	0	1
8300	1	0	0
8301	0	0	0
8302	0	0	0
8303	0	0	0
8304	0	0	0
8305	0	1	0
8306	0	0	0
8307	0	0	0
8308	1	0	0
8309	0	0	0
8310	1	0	0
8311	0	0	0
8312	0	0	1
8313	0	1	0
8314	1	0	0
8315	1	0	0
8316	0	1	0
8317	1	0	0
8318	0	0	0
8319	0	0	0
8320	0	0	0
8321	0	0	0
8322	0	0	0
8323	2	1	0
8324	1	0	0
8325	0	1	0
8326	0	0	0
8327	0	0	0
8328	1	0	0
8329	1	0	0
8330	0	0	0
8331	0	1	0
8332	1	0	0
8333	0	1	0
8334	0	0	0
8335	0	0	0
8336	0	0	0
8337	1	0	0
8338	0	0	0
8339	0	0	0
8340	0	0	0
8341	0	0	0
8342	0	0	0
8343	0	1	0
8344	1	1	0
8345	0	1	0
8346	0	0	0
8347	0	0	0
8348	0	0	0
8349	0	0	0
8350	0	0	0
8351	0	1	0
8352	0	0	0
8353	1	0	0
8354	1	0	0
8355	0	0	0
8356	0	0	0
8357	0	0	1
8358	0	0	0
8359	0	0	0
8360	0	0	0
8361	0	1	0
8362	0	0	0
8363	0	0	0
8364	0	0	0
8365	1	0	0
8366	0	0	0
8367	1	0	0
8368	0	0	0
8369	0	0	0
8370	0	0	0
8371	0	1	0
8372	0	0	0
8373	0	0	0
8374	1	0	0
8375	0	0	0
8376	0	0	0
8377	0	0	0
8378	0	0	0
8379	0	0	1
8380	0	1	0
8381	0	0	0
8382	0	0	0
8383	0	0	1
8384	0	0	0
8385	0	0	0
8386	0	0	0
8387	0	0	1
8388	0	1	0
8389	0	0	0
8390	1	0	0
8391	0	1	0
8392	0	0	0
8393	0	0	0
8394	0	0	0
8395	0	0	0
8396	1	1	0
8397	0	0	0
8398	1	0	0
8399	0	0	0
8400	0	0	0
8401	0	0	0
8402	0	0	0
8403	0	0	0
8404	0	0	0
8405	0	0	0
8406	0	0	0
8407	0	0	0
8408	0	0	0
8409	0	0	0
8410	1	0	0
8411	0	0	0
8412	0	0	0
8413	1	0	0
8414	0	0	0
8415	0	0	0
8416	1	0	0
8417	1	0	0
8418	0	0	0
8419	0	0	0
8420	1	0	0
8421	1	0	0
8422	0	0	0
8423	0	0	0
8424	0	0	0
8425	0	2	0
8426	0	0	0
8427	0	0	0
8428	0	0	0
8429	0	0	0
8430	0	0	0
8431	0	1	0
8432	0	0	0
8433	0	0	0
8434	0	0	0
8435	0	0	0
8436	1	0	0
8437	0	0	0
8438	1	0	0
8439	0	0	0
8440	0	0	0
8441	0	0	0
8442	1	0	0
8443	1	0	0
8444	1	0	0
8445	0	0	0
8446	0	0	1
8447	0	0	0
8448	0	0	0
8449	0	0	1
8450	0	1	0
8451	0	0	0
8452	0	0	0
8453	0	0	0
8454	1	0	0
8455	0	0	0
8456	0	0	0
8457	0	0	0
8458	0	0	0
8459	0	0	0
8460	0	0	0
8461	1	0	0
8462	0	1	0
8463	0	0	0
8464	0	0	0
8465	0	0	0
8466	0	0	0
8467	0	0	0
8468	0	0	0
8469	0	0	0
8470	0	0	0
8471	0	0	0
8472	0	0	0
8473	1	0	0
8474	0	0	0
8475	0	0	0
8476	0	0	0
8477	1	0	0
8478	0	0	0
8479	0	0	0
8480	0	0	0
8481	0	0	0
8482	0	0	0
8483	0	0	0
8484	0	0	0
8485	0	1	0
8486	0	0	0
8487	0	0	0
8488	0	0	0
8489	0	1	0
8490	0	0	0
8491	0	0	0
8492	1	0	0
8493	0	0	0
8494	0	0	0
8495	1	0	0
8496	0	0	0
8497	0	0	0
8498	0	0	0
8499	0	0	0
8500	0	0	0
8501	0	0	0
8502	1	0	0
8503	0	0	0
8504	1	0	0
8505	0	1	0
8506	0	0	1
8507	0	0	0
8508	0	0	0
8509	0	0	0
8510	1	0	0
8511	1	0	0
8512	0	0	0
8513	0	0	0
8514	1	0	0
8515	1	0	0
8516	0	0	0
8517	0	0	0
8518	0	0	0
8519	0	0	0
8520	1	0	0
8521	0	1	0
8522	0	0	0
8523	0	0	0
8524	0	0	0
8525	0	0	0
8526	0	0	0
8527	1	0	0
8528	0	0	0
8529	2	0	0
8530	0	0	0
8531	0	0	0
8532	0	0	0
8533	0	0	0
8534	0	0	0
8535	0	0	0
8536	0	0	0
8537	0	0	0
8538	0	0	0
8539	0	0	0
8540	0	0	0
8541	0	1	0
8542	0	0	0
8543	1	0	0
8544	0	0	1
8545	0	0	0
8546	0	1	0
8547	0	0	0
8548	0	0	0
8549	0	0	0
8550	0	0	0
8551	0	0	0
8552	0	0	0
8553	0	0	0
8554	0	0	0
8555	0	0	0
8556	0	0	0
8557	0	0	0
8558	0	0	0
8559	0	1	0
8560	0	0	0
8561	0	0	0
8562	0	0	0
8563	1	0	0
8564	0	0	0
8565	1	0	0
8566	1	0	0
8567	0	0	0
8568	0	0	0
8569	0	0	0
8570	0	0	0
8571	0	0	0
8572	0	1	0
8573	0	0	0
8574	1	0	0
8575	0	0	0
8576	0	0	0
8577	1	0	0
8578	0	0	0
8579	0	0	0
8580	0	0	0
8581	0	0	0
8582	0	0	0
8583	1	0	0
8584	0	0	0
8585	0	1	0
8586	0	0	0
8587	0	0	0
8588	0	0	0
8589	1	0	0
8590	0	0	1
8591	0	0	0
8592	0	0	0
8593	0	0	0
8594	0	0	0
8595	1	0	0
8596	0	0	0
8597	0	0	0
8598	1	0	0
8599	0	0	0
8600	0	0	0
8601	0	0	0
8602	0	0	0
8603	0	0	0
8604	0	0	1
8605	1	0	0
8606	0	0	0
8607	0	0	0
8608	1	0	1
8609	0	0	1
8610	0	0	0
8611	0	1	0
8612	0	0	0
8613	0	0	0
8614	0	0	0
8615	0	0	0
8616	0	0	0
8617	0	0	0
8618	0	0	0
8619	0	0	0
8620	0	1	0
8621	0	0	0
8622	0	0	0
8623	0	0	0
8624	2	0	0
8625	0	0	0
8626	1	0	0
8627	0	0	0
8628	0	0	1
8629	0	0	1
8630	0	0	1
8631	0	0	0
8632	0	0	0
8633	0	0	0
8634	1	0	0
8635	0	0	0
8636	0	0	0
8637	0	0	0
8638	0	1	0
8639	0	0	0
8640	0	0	0
8641	1	0	0
8642	1	0	0
8643	0	1	0
8644	0	0	0
8645	0	0	0
8646	0	0	0
8647	0	0	0
8648	0	0	0
8649	0	0	0
8650	0	0	0
8651	1	0	0
8652	0	0	0
8653	0	1	0
8654	0	0	0
8655	0	0	0
8656	0	0	0
8657	0	0	0
8658	0	0	0
8659	0	0	0
8660	0	0	0
8661	0	0	0
8662	0	0	0
8663	1	0	0
8664	0	0	0
8665	1	1	0
8666	1	0	0
8667	0	0	0
8668	0	0	0
8669	0	0	0
8670	0	0	0
8671	0	0	0
8672	0	0	0
8673	0	0	0
8674	0	0	0
8675	0	1	0
8676	1	0	0
8677	0	0	0
8678	0	0	0
8679	0	0	0
8680	0	0	0
8681	2	0	0
8682	0	0	0
8683	0	0	0
8684	0	0	0
8685	0	0	0
8686	0	1	0
8687	0	0	0
8688	0	0	0
8689	0	0	0
8690	0	0	0
8691	1	0	0
8692	0	0	0
8693	0	0	0
8694	0	1	0
8695	1	0	0
8696	1	0	0
8697	0	0	0
8698	0	0	0
8699	0	0	0
8700	0	0	0
8701	0	0	0
8702	0	0	0
8703	1	0	0
8704	0	0	0
8705	0	0	0
8706	0	0	0
8707	0	1	0
8708	0	0	0
8709	1	0	0
8710	0	0	0
8711	0	0	0
8712	0	0	0
8713	0	0	0
8714	0	0	0
8715	0	0	0
8716	0	0	0
8717	0	0	0
8718	1	0	0
8719	0	0	0
8720	0	0	0
8721	0	0	0
8722	0	0	0
8723	0	0	0
8724	0	0	0
8725	0	0	0
8726	0	0	0
8727	0	1	0
8728	0	0	0
8729	0	0	0
8730	0	1	0
8731	0	0	0
8732	0	0	0
8733	0	0	0
8734	0	0	0
8735	0	0	0
8736	1	0	0
8737	1	0	0
8738	0	0	0
8739	0	0	0
8740	0	0	0
8741	0	0	0
8742	0	0	0
8743	0	0	0
8744	0	0	0
8745	0	0	0
8746	0	0	0
8747	0	0	0
8748	0	0	0
8749	1	0	0
8750	0	0	0
8751	0	1	0
8752	0	0	0
8753	0	0	0
8754	0	0	0
8755	0	0	0
8756	0	0	0
8757	0	0	0
8758	0	0	0
8759	0	0	0
8760	0	0	0
8761	2	0	0
8762	1	0	0
8763	0	0	0
8764	0	0	0
8765	0	0	0
8766	0	0	0
8767	0	0	0
8768	0	0	0
8769	0	0	0
8770	0	0	0
8771	0	0	0
8772	0	0	0
8773	0	0	0
8774	1	0	0
8775	0	0	0
8776	1	0	0
8777	0	1	0
8778	1	0	0
8779	0	0	0
8780	0	0	0
8781	0	0	0
8782	0	0	0
8783	0	0	0
8784	1	0	0
8785	1	0	0
8786	0	0	0
8787	0	0	0
8788	0	0	0
8789	0	0	0
8790	0	1	0
8791	0	1	0
8792	0	0	0
8793	0	0	0
8794	0	0	0
8795	0	0	0
8796	0	0	0
8797	0	0	0
8798	0	0	0
8799	0	0	0
8800	0	0	0
8801	0	0	0
8802	0	0	0
8803	0	0	0
8804	0	0	0
8805	0	0	0
8806	0	0	0
8807	0	0	0
8808	0	0	0
8809	0	0	0
8810	0	0	0
8811	0	1	0
8812	0	0	0
8813	1	0	0
8814	0	0	0
8815	0	0	0
8816	0	0	0
8817	0	0	0
8818	1	0	0
8819	1	0	0
8820	1	0	0
8821	0	0	0
8822	0	0	0
8823	0	0	0
8824	0	0	0
8825	1	0	0
8826	0	0	0
8827	0	0	1
8828	0	0	0
8829	0	1	0
8830	0	0	0
8831	0	0	0
8832	0	0	1
8833	0	0	0
8834	0	1	0
8835	0	0	0
8836	0	0	0
8837	0	0	0
8838	0	0	0
8839	0	0	0
8840	1	1	0
8841	0	0	0
8842	0	0	0
8843	0	0	0
8844	0	0	0
8845	0	1	0
8846	1	0	0
8847	0	0	0
8848	0	0	0
8849	0	0	0
8850	0	0	0
8851	0	0	0
8852	0	1	0
8853	0	0	0
8854	0	0	0
8855	1	0	0
8856	0	0	0
8857	2	0	0
8858	0	0	0
8859	0	0	0
8860	0	1	0
8861	0	0	0
8862	0	0	1
8863	0	0	0
8864	0	0	0
8865	0	0	0
8866	0	0	0
8867	0	0	0
8868	0	0	0
8869	0	0	0
8870	1	0	0
8871	0	0	0
8872	1	0	0
8873	0	0	0
8874	0	0	0
8875	0	0	1
8876	0	0	0
8877	1	0	0
8878	0	0	0
8879	0	0	0
8880	0	0	0
8881	0	0	0
8882	0	0	0
8883	0	0	0
8884	0	0	0
8885	1	0	0
8886	0	0	0
8887	0	0	0
8888	0	0	0
8889	0	0	0
8890	0	0	0
8891	0	0	0
8892	0	1	0
8893	1	0	0
8894	0	0	0
8895	0	0	0
8896	0	0	0
8897	0	0	0
8898	0	0	0
8899	0	0	0
8900	0	0	0
8901	0	0	0
8902	0	0	0
8903	0	0	0
8904	0	0	0
8905	0	0	0
8906	0	0	0
8907	0	0	0
8908	0	0	0
8909	0	0	0
8910	1	1	0
8911	0	0	0
8912	0	0	0
8913	0	1	0
8914	0	0	0
8915	0	0	0
8916	0	0	0
8917	0	0	0
8918	0	0	0
8919	0	0	0
8920	0	0	0
8921	0	0	0
8922	0	0	0
8923	0	0	0
8924	0	0	0
8925	0	1	0
8926	0	0	0
8927	0	0	0
8928	0	0	0
8929	0	1	0
8930	0	0	0
8931	0	0	0
8932	0	0	0
8933	0	0	0
8934	0	0	0
8935	0	1	0
8936	0	0	0
8937	1	0	0
8938	0	0	0
8939	0	0	0
8940	0	0	0
8941	0	0	0
8942	0	0	0
8943	1	0	0
8944	0	0	0
8945	0	0	0
8946	1	0	0
8947	0	0	0
8948	1	0	0
8949	0	0	0
8950	0	0	0
8951	0	0	0
8952	0	1	0
8953	0	0	0
8954	0	0	0
8955	0	0	0
8956	0	0	0
8957	0	0	0
8958	0	0	0
8959	0	0	0
8960	0	0	0
8961	0	0	0
8962	0	0	0
8963	0	0	0
8964	0	0	0
8965	0	0	0
8966	0	0	0
8967	1	0	0
8968	0	0	0
8969	0	0	0
8970	0	0	0
8971	0	0	0
8972	0	0	0
8973	0	0	0
8974	0	0	0
8975	0	0	0
8976	0	0	0
8977	0	1	0
8978	0	0	0
8979	0	0	0
8980	1	0	0
8981	0	0	0
8982	0	0	0
8983	0	0	0
8984	0	0	0
8985	0	0	0
8986	0	0	0
8987	0	0	0
8988	0	0	1
8989	0	0	0
8990	0	0	0
8991	0	0	0
8992	0	0	0
8993	0	0	0
8994	0	0	0
8995	0	0	0
8996	0	0	0
8997	0	1	0
8998	0	0	1
8999	0	0	0
9000	0	0	0
9001	0	1	0
9002	0	0	0
9003	1	0	0
9004	0	0	0
9005	0	0	0
9006	0	0	0
9007	0	0	0
9008	0	0	0
9009	0	0	0
9010	0	0	0
9011	0	0	0
9012	0	0	0
9013	0	0	0
9014	0	0	0
9015	0	0	0
9016	1	0	0
9017	0	0	0
9018	0	0	0
9019	0	0	0
9020	0	0	0
9021	0	0	0
9022	0	0	0
9023	1	0	0
9024	0	0	0
9025	0	1	0
9026	2	0	0
9027	1	0	0
9028	0	0	0
9029	1	0	0
9030	0	0	0
9031	0	0	0
9032	0	0	0
9033	0	0	0
9034	0	0	0
9035	0	0	0
9036	0	0	0
9037	0	0	0
9038	0	0	0
9039	0	0	0
9040	0	1	0
9041	0	0	0
9042	1	0	0
9043	0	0	0
9044	0	0	0
9045	0	0	0
9046	1	0	0
9047	0	0	0
9048	0	0	0
9049	0	0	0
9050	0	0	0
9051	0	0	0
9052	0	0	0
9053	0	0	0
9054	1	0	0
9055	0	1	0
9056	0	0	0
9057	0	0	0
9058	0	0	0
9059	0	0	0
9060	0	0	0
9061	0	0	0
9062	0	0	0
9063	0	0	0
9064	0	0	0
9065	1	0	0
9066	0	0	0
9067	0	0	0
9068	0	0	0
9069	0	1	0
9070	1	0	0
9071	1	0	0
9072	0	0	0
9073	0	0	0
9074	0	0	0
9075	0	0	0
9076	0	0	0
9077	0	0	0
9078	0	0	0
9079	0	1	0
9080	0	0	0
9081	0	0	0
9082	0	0	0
9083	0	0	0
9084	0	0	0
9085	0	0	0
9086	0	1	0
9087	0	0	0
9088	0	0	0
9089	0	0	0
9090	0	0	0
9091	0	0	0
9092	0	0	0
9093	0	0	0
9094	0	0	0
9095	0	0	0
9096	0	1	0
9097	0	1	0
9098	0	0	0
9099	0	0	0
9100	0	0	0
9101	0	0	0
9102	0	0	0
9103	0	1	0
9104	0	0	0
9105	0	0	0
9106	0	0	0
9107	0	0	0
9108	0	0	0
9109	0	0	0
9110	0	0	0
9111	0	0	0
9112	1	0	0
9113	1	0	0
9114	0	0	0
9115	0	0	0
9116	0	0	0
9117	0	0	0
9118	1	0	0
9119	0	0	0
9120	0	0	1
9121	0	1	0
9122	0	0	0
9123	0	0	0
9124	0	0	0
9125	0	0	0
9126	0	1	0
9127	0	0	0
9128	1	0	0
9129	0	0	0
9130	0	0	0
9131	0	0	0
9132	0	0	0
9133	0	0	0
9134	0	0	0
9135	0	0	0
9136	0	0	0
9137	0	0	0
9138	0	0	0
9139	0	0	0
9140	0	0	0
9141	0	1	0
9142	0	0	0
9143	0	0	0
9144	0	0	0
9145	0	0	0
9146	0	0	0
9147	0	0	0
9148	0	0	0
9149	0	0	0
9150	0	1	0
9151	0	0	0
9152	0	0	0
9153	0	0	0
9154	0	0	0
9155	0	0	0
9156	0	0	0
9157	0	0	0
9158	0	0	0
9159	1	0	0
9160	0	0	0
9161	1	0	0
9162	0	0	0
9163	0	0	0
9164	1	0	0
9165	0	1	0
9166	1	0	0
9167	0	0	0
9168	0	0	0
9169	0	0	0
9170	1	0	0
9171	0	0	0
9172	0	0	0
9173	0	0	0
9174	0	0	0
9175	0	0	0
9176	0	0	0
9177	0	0	0
9178	0	0	0
9179	0	0	0
9180	0	0	0
9181	0	0	0
9182	0	0	0
9183	0	0	0
9184	0	0	0
9185	1	0	0
9186	0	0	0
9187	0	0	0
9188	0	0	0
9189	0	0	0
9190	0	0	0
9191	0	0	0
9192	0	0	0
9193	0	1	0
